날짜,회차,좌우,줄수,홀짝
2025-05-11,283,RIGHT,4,EVEN
2025-05-11,284,LEFT,4,ODD
2025-05-11,285,RIGHT,3,ODD
2025-05-11,286,LEFT,3,EVEN
2025-05-11,287,RIGHT,4,EVEN
2025-05-11,288,RIGHT,4,EVEN
2025-05-12,2,LEFT,4,ODD
2025-05-12,3,RIGHT,3,ODD
2025-05-12,4,RIGHT,4,EVEN
2025-05-12,5,RIGHT,4,EVEN
2025-05-12,6,RIGHT,4,EVEN
2025-05-12,7,RIGHT,4,EVEN
2025-05-12,8,LEFT,4,ODD
2025-05-12,9,RIGHT,4,EVEN
2025-05-12,10,LEFT,3,EVEN
2025-05-12,11,RIGHT,3,ODD
2025-05-12,12,LEFT,4,ODD
2025-05-12,13,LEFT,3,EVEN
2025-05-12,14,LEFT,3,EVEN
2025-05-12,15,LEFT,3,EVEN
2025-05-12,16,RIGHT,3,ODD
2025-05-12,17,LEFT,4,ODD
2025-05-12,18,LEFT,4,ODD
2025-05-12,19,LEFT,3,EVEN
2025-05-12,20,LEFT,3,EVEN
2025-05-12,21,RIGHT,4,EVEN
2025-05-12,22,LEFT,3,EVEN
2025-05-12,23,RIGHT,4,EVEN
2025-05-12,24,RIGHT,3,ODD
2025-05-12,25,LEFT,4,ODD
2025-05-12,26,RIGHT,3,ODD
2025-05-12,27,RIGHT,3,ODD
2025-05-12,28,RIGHT,3,ODD
2025-05-12,30,LEFT,4,ODD
2025-05-12,31,LEFT,3,EVEN
2025-05-12,32,LEFT,3,EVEN
2025-05-12,33,RIGHT,4,EVEN
2025-05-12,34,RIGHT,3,ODD
2025-05-12,35,LEFT,4,ODD
2025-05-12,36,LEFT,4,ODD
2025-05-12,37,RIGHT,4,EVEN
2025-05-12,38,RIGHT,4,EVEN
2025-05-12,39,LEFT,4,ODD
2025-05-12,40,LEFT,4,ODD
2025-05-12,41,LEFT,4,ODD
2025-05-12,42,LEFT,3,EVEN
2025-05-12,43,RIGHT,3,ODD
2025-05-12,44,LEFT,4,ODD
2025-05-12,45,RIGHT,4,EVEN
2025-05-12,46,LEFT,4,ODD
2025-05-12,47,RIGHT,4,EVEN
2025-05-12,48,RIGHT,3,ODD
2025-05-12,49,RIGHT,4,EVEN
2025-05-12,50,LEFT,4,ODD
2025-05-12,51,LEFT,3,EVEN
2025-05-12,52,RIGHT,3,ODD
2025-05-12,53,RIGHT,4,EVEN
2025-05-12,54,LEFT,4,ODD
2025-05-12,55,RIGHT,3,ODD
2025-05-12,57,LEFT,3,EVEN
2025-05-12,58,RIGHT,3,ODD
2025-05-12,59,RIGHT,4,EVEN
2025-05-12,60,RIGHT,3,ODD
2025-05-12,61,LEFT,4,ODD
2025-05-12,62,RIGHT,4,EVEN
2025-05-12,63,LEFT,3,EVEN
2025-05-12,64,RIGHT,3,ODD
2025-05-12,65,LEFT,4,ODD
2025-05-12,66,RIGHT,3,ODD
2025-05-12,67,RIGHT,3,ODD
2025-05-12,68,RIGHT,4,EVEN
2025-05-12,69,LEFT,4,ODD
2025-05-12,70,RIGHT,4,EVEN
2025-05-12,71,RIGHT,4,EVEN
2025-05-12,72,RIGHT,4,EVEN
2025-05-12,73,RIGHT,4,EVEN
2025-05-12,74,LEFT,4,ODD
2025-05-12,75,RIGHT,3,ODD
2025-05-12,76,RIGHT,4,EVEN
2025-05-12,77,LEFT,4,ODD
2025-05-12,78,RIGHT,3,ODD
2025-05-12,79,LEFT,3,EVEN
2025-05-12,80,LEFT,4,ODD
2025-05-12,81,LEFT,4,ODD
2025-05-12,83,LEFT,4,ODD
2025-05-12,84,LEFT,4,ODD
2025-05-12,85,LEFT,4,ODD
2025-05-12,86,LEFT,3,EVEN
2025-05-12,87,LEFT,4,ODD
2025-05-12,88,RIGHT,4,EVEN
2025-05-12,89,RIGHT,4,EVEN
2025-05-12,90,LEFT,4,ODD
2025-05-12,91,LEFT,3,EVEN
2025-05-12,92,LEFT,4,ODD
2025-05-12,93,RIGHT,4,EVEN
2025-05-12,94,RIGHT,3,ODD
2025-05-12,95,LEFT,4,ODD
2025-05-12,96,LEFT,3,EVEN
2025-05-12,97,LEFT,3,EVEN
2025-05-12,98,RIGHT,4,EVEN
2025-05-12,99,RIGHT,3,ODD
2025-05-12,100,RIGHT,4,EVEN
2025-05-12,101,LEFT,3,EVEN
2025-05-12,102,RIGHT,3,ODD
2025-05-12,103,LEFT,4,ODD
2025-05-12,104,RIGHT,4,EVEN
2025-05-12,105,LEFT,4,ODD
2025-05-12,106,LEFT,4,ODD
2025-05-12,107,LEFT,3,EVEN
2025-05-12,109,RIGHT,4,EVEN
2025-05-12,110,RIGHT,4,EVEN
2025-05-12,111,RIGHT,4,EVEN
2025-05-12,112,LEFT,4,ODD
2025-05-12,113,LEFT,3,EVEN
2025-05-12,114,LEFT,3,EVEN
2025-05-12,115,LEFT,3,EVEN
2025-05-12,116,RIGHT,4,EVEN
2025-05-12,117,LEFT,4,ODD
2025-05-12,118,RIGHT,4,EVEN
2025-05-12,119,LEFT,3,EVEN
2025-05-12,120,LEFT,4,ODD
2025-05-12,121,RIGHT,3,ODD
2025-05-12,122,RIGHT,4,EVEN
2025-05-12,123,RIGHT,3,ODD
2025-05-12,124,RIGHT,4,EVEN
2025-05-12,125,LEFT,4,ODD
2025-05-12,126,LEFT,4,ODD
2025-05-12,127,RIGHT,4,EVEN
2025-05-12,128,RIGHT,3,ODD
2025-05-12,129,LEFT,4,ODD
2025-05-12,130,RIGHT,4,EVEN
2025-05-12,131,LEFT,3,EVEN
2025-05-12,132,RIGHT,3,ODD
2025-05-12,133,RIGHT,3,ODD
2025-05-12,134,LEFT,3,EVEN
2025-05-12,135,RIGHT,3,ODD
2025-05-12,136,LEFT,4,ODD
2025-05-12,138,RIGHT,3,ODD
2025-05-12,139,LEFT,4,ODD
2025-05-12,140,RIGHT,3,ODD
2025-05-12,141,RIGHT,4,EVEN
2025-05-12,142,RIGHT,4,EVEN
2025-05-12,143,LEFT,3,EVEN
2025-05-12,144,RIGHT,3,ODD
2025-05-12,145,LEFT,3,EVEN
2025-05-12,146,LEFT,3,EVEN
2025-05-12,147,LEFT,4,ODD
2025-05-12,148,LEFT,4,ODD
2025-05-12,149,LEFT,3,EVEN
2025-05-12,150,RIGHT,3,ODD
2025-05-12,151,LEFT,4,ODD
2025-05-12,152,LEFT,4,ODD
2025-05-12,153,RIGHT,4,EVEN
2025-05-12,154,RIGHT,3,ODD
2025-05-12,155,LEFT,3,EVEN
2025-05-12,156,RIGHT,4,EVEN
2025-05-12,157,LEFT,3,EVEN
2025-05-12,158,LEFT,3,EVEN
2025-05-12,159,LEFT,4,ODD
2025-05-12,160,LEFT,3,EVEN
2025-05-12,161,LEFT,4,ODD
2025-05-12,162,LEFT,4,ODD
2025-05-12,163,RIGHT,3,ODD
2025-05-12,164,LEFT,4,ODD
2025-05-12,165,RIGHT,4,EVEN
2025-05-12,167,LEFT,4,ODD
2025-05-12,168,LEFT,4,ODD
2025-05-12,169,LEFT,4,ODD
2025-05-12,170,RIGHT,3,ODD
2025-05-12,171,LEFT,3,EVEN
2025-05-12,172,LEFT,3,EVEN
2025-05-12,173,RIGHT,4,EVEN
2025-05-12,174,LEFT,3,EVEN
2025-05-12,175,RIGHT,4,EVEN
2025-05-12,176,RIGHT,4,EVEN
2025-05-12,177,LEFT,4,ODD
2025-05-12,178,LEFT,4,ODD
2025-05-12,179,LEFT,3,EVEN
2025-05-12,180,LEFT,4,ODD
2025-05-12,181,RIGHT,3,ODD
2025-05-12,182,LEFT,4,ODD
2025-05-12,183,LEFT,4,ODD
2025-05-12,184,RIGHT,4,EVEN
2025-05-12,185,RIGHT,4,EVEN
2025-05-12,186,LEFT,3,EVEN
2025-05-12,187,RIGHT,3,ODD
2025-05-12,188,LEFT,4,ODD
2025-05-12,189,RIGHT,4,EVEN
2025-05-12,190,RIGHT,4,EVEN
2025-05-12,191,LEFT,3,EVEN
2025-05-12,193,RIGHT,4,EVEN
2025-05-12,194,LEFT,4,ODD
2025-05-12,195,LEFT,3,EVEN
2025-05-12,196,RIGHT,3,ODD
2025-05-12,197,RIGHT,4,EVEN
2025-05-12,198,RIGHT,3,ODD
2025-05-12,199,LEFT,3,EVEN
2025-05-12,200,RIGHT,3,ODD
2025-05-12,201,LEFT,3,EVEN
2025-05-12,202,LEFT,3,EVEN
2025-05-12,203,RIGHT,4,EVEN
2025-05-12,204,LEFT,3,EVEN
2025-05-12,205,LEFT,4,ODD
2025-05-12,206,LEFT,4,ODD
2025-05-12,207,LEFT,3,EVEN
2025-05-12,208,RIGHT,3,ODD
2025-05-12,209,RIGHT,3,ODD
2025-05-12,210,LEFT,4,ODD
2025-05-12,211,RIGHT,3,ODD
2025-05-12,212,LEFT,3,EVEN
2025-05-12,213,RIGHT,4,EVEN
2025-05-12,214,LEFT,4,ODD
2025-05-12,215,LEFT,3,EVEN
2025-05-12,216,RIGHT,3,ODD
2025-05-12,217,RIGHT,4,EVEN
2025-05-12,218,RIGHT,4,EVEN
2025-05-12,219,RIGHT,3,ODD
2025-05-12,220,RIGHT,4,EVEN
2025-05-12,222,RIGHT,3,ODD
2025-05-12,223,LEFT,4,ODD
2025-05-12,224,LEFT,4,ODD
2025-05-12,225,RIGHT,4,EVEN
2025-05-12,226,RIGHT,3,ODD
2025-05-12,227,LEFT,3,EVEN
2025-05-12,228,LEFT,3,EVEN
2025-05-12,229,RIGHT,4,EVEN
2025-05-12,230,LEFT,4,ODD
2025-05-12,231,LEFT,3,EVEN
2025-05-12,232,RIGHT,3,ODD
2025-05-12,233,LEFT,4,ODD
2025-05-12,234,LEFT,3,EVEN
2025-05-12,235,LEFT,4,ODD
2025-05-12,236,RIGHT,3,ODD
2025-05-12,237,LEFT,4,ODD
2025-05-12,238,RIGHT,4,EVEN
2025-05-12,239,LEFT,4,ODD
2025-05-12,240,LEFT,4,ODD
2025-05-12,241,LEFT,3,EVEN
2025-05-12,242,LEFT,4,ODD
2025-05-12,243,LEFT,3,EVEN
2025-05-12,244,LEFT,3,EVEN
2025-05-12,245,RIGHT,3,ODD
2025-05-12,246,RIGHT,4,EVEN
2025-05-12,247,LEFT,4,ODD
2025-05-12,248,RIGHT,3,ODD
2025-05-12,249,LEFT,4,ODD
2025-05-12,251,LEFT,3,EVEN
2025-05-12,252,RIGHT,4,EVEN
2025-05-12,253,RIGHT,4,EVEN
2025-05-12,254,LEFT,3,EVEN
2025-05-12,255,LEFT,4,ODD
2025-05-12,256,LEFT,4,ODD
2025-05-12,257,LEFT,4,ODD
2025-05-12,258,RIGHT,4,EVEN
2025-05-12,259,RIGHT,4,EVEN
2025-05-12,260,RIGHT,3,ODD
2025-05-12,261,RIGHT,4,EVEN
2025-05-12,262,RIGHT,3,ODD
2025-05-12,263,LEFT,4,ODD
2025-05-12,264,RIGHT,3,ODD
2025-05-12,265,RIGHT,3,ODD
2025-05-12,266,LEFT,3,EVEN
2025-05-12,267,RIGHT,4,EVEN
2025-05-12,268,RIGHT,3,ODD
2025-05-12,269,RIGHT,3,ODD
2025-05-12,270,LEFT,3,EVEN
2025-05-12,271,LEFT,4,ODD
2025-05-12,272,LEFT,3,EVEN
2025-05-12,273,LEFT,4,ODD
2025-05-12,274,LEFT,3,EVEN
2025-05-12,275,LEFT,3,EVEN
2025-05-12,277,LEFT,3,EVEN
2025-05-12,278,RIGHT,3,ODD
2025-05-12,279,RIGHT,4,EVEN
2025-05-12,280,RIGHT,4,EVEN
2025-05-12,281,RIGHT,4,EVEN
2025-05-12,282,LEFT,3,EVEN
2025-05-12,283,RIGHT,3,ODD
2025-05-12,284,RIGHT,3,ODD
2025-05-12,285,RIGHT,4,EVEN
2025-05-12,286,LEFT,3,EVEN
2025-05-12,287,RIGHT,4,EVEN
2025-05-12,288,LEFT,3,EVEN
2025-05-13,1,RIGHT,4,EVEN
2025-05-13,2,RIGHT,4,EVEN
2025-05-13,3,LEFT,3,EVEN
2025-05-13,4,RIGHT,4,EVEN
2025-05-13,5,RIGHT,3,ODD
2025-05-13,6,RIGHT,3,ODD
2025-05-13,7,LEFT,4,ODD
2025-05-13,8,LEFT,4,ODD
2025-05-13,9,RIGHT,4,EVEN
2025-05-13,10,RIGHT,3,ODD
2025-05-13,11,LEFT,3,EVEN
2025-05-13,12,RIGHT,4,EVEN
2025-05-13,14,RIGHT,4,EVEN
2025-05-13,15,RIGHT,3,ODD
2025-05-13,16,LEFT,4,ODD
2025-05-13,17,LEFT,3,EVEN
2025-05-13,18,RIGHT,4,EVEN
2025-05-13,19,RIGHT,3,ODD
2025-05-13,20,LEFT,4,ODD
2025-05-13,21,LEFT,3,EVEN
2025-05-13,22,RIGHT,4,EVEN
2025-05-13,23,RIGHT,3,ODD
2025-05-13,24,LEFT,4,ODD
2025-05-13,25,LEFT,3,EVEN
2025-05-13,26,LEFT,4,ODD
2025-05-13,27,RIGHT,4,EVEN
2025-05-13,28,RIGHT,4,EVEN
2025-05-13,29,LEFT,4,ODD
2025-05-13,30,LEFT,4,ODD
2025-05-13,31,RIGHT,3,ODD
2025-05-13,32,RIGHT,3,ODD
2025-05-13,33,LEFT,4,ODD
2025-05-13,34,RIGHT,3,ODD
2025-05-13,35,RIGHT,3,ODD
2025-05-13,37,LEFT,4,ODD
2025-05-13,38,LEFT,4,ODD
2025-05-13,39,RIGHT,3,ODD
2025-05-13,40,RIGHT,4,EVEN
2025-05-13,41,RIGHT,4,EVEN
2025-05-13,42,LEFT,3,EVEN
2025-05-13,43,LEFT,4,ODD
2025-05-13,44,LEFT,3,EVEN
2025-05-13,45,RIGHT,3,ODD
2025-05-13,46,RIGHT,3,ODD
2025-05-13,47,RIGHT,4,EVEN
2025-05-13,48,RIGHT,4,EVEN
2025-05-13,49,RIGHT,3,ODD
2025-05-13,50,LEFT,4,ODD
2025-05-13,51,RIGHT,4,EVEN
2025-05-13,52,RIGHT,4,EVEN
2025-05-13,53,RIGHT,4,EVEN
2025-05-13,54,LEFT,4,ODD
2025-05-13,55,RIGHT,3,ODD
2025-05-13,56,RIGHT,3,ODD
2025-05-13,57,RIGHT,4,EVEN
2025-05-13,58,LEFT,3,EVEN
2025-05-13,59,RIGHT,4,EVEN
2025-05-13,60,LEFT,3,EVEN
2025-05-13,62,LEFT,4,ODD
2025-05-13,63,RIGHT,4,EVEN
2025-05-13,64,RIGHT,3,ODD
2025-05-13,65,LEFT,3,EVEN
2025-05-13,66,RIGHT,4,EVEN
2025-05-13,67,LEFT,3,EVEN
2025-05-13,68,LEFT,4,ODD
2025-05-13,69,RIGHT,3,ODD
2025-05-13,70,LEFT,4,ODD
2025-05-13,71,RIGHT,3,ODD
2025-05-13,72,LEFT,4,ODD
2025-05-13,73,LEFT,4,ODD
2025-05-13,74,LEFT,4,ODD
2025-05-13,75,LEFT,4,ODD
2025-05-13,76,LEFT,4,ODD
2025-05-13,77,LEFT,4,ODD
2025-05-13,78,LEFT,3,EVEN
2025-05-13,79,LEFT,3,EVEN
2025-05-13,80,RIGHT,4,EVEN
2025-05-13,81,RIGHT,3,ODD
2025-05-13,82,RIGHT,4,EVEN
2025-05-13,83,LEFT,4,ODD
2025-05-13,84,LEFT,3,EVEN
2025-05-13,85,LEFT,3,EVEN
2025-05-13,86,LEFT,4,ODD
2025-05-13,88,LEFT,3,EVEN
2025-05-13,89,LEFT,4,ODD
2025-05-13,90,LEFT,4,ODD
2025-05-13,91,LEFT,4,ODD
2025-05-13,92,RIGHT,3,ODD
2025-05-13,93,RIGHT,3,ODD
2025-05-13,94,LEFT,3,EVEN
2025-05-13,95,LEFT,3,EVEN
2025-05-13,96,RIGHT,3,ODD
2025-05-13,97,LEFT,3,EVEN
2025-05-13,98,LEFT,4,ODD
2025-05-13,99,RIGHT,3,ODD
2025-05-13,100,RIGHT,3,ODD
2025-05-13,101,RIGHT,3,ODD
2025-05-13,102,RIGHT,4,EVEN
2025-05-13,103,RIGHT,3,ODD
2025-05-13,104,RIGHT,4,EVEN
2025-05-13,105,RIGHT,4,EVEN
2025-05-13,106,LEFT,3,EVEN
2025-05-13,107,RIGHT,4,EVEN
2025-05-13,108,RIGHT,4,EVEN
2025-05-13,109,LEFT,4,ODD
2025-05-13,110,LEFT,4,ODD
2025-05-13,111,RIGHT,4,EVEN
2025-05-13,113,RIGHT,3,ODD
2025-05-13,114,RIGHT,3,ODD
2025-05-13,115,RIGHT,3,ODD
2025-05-13,116,LEFT,3,EVEN
2025-05-13,117,RIGHT,3,ODD
2025-05-13,118,RIGHT,3,ODD
2025-05-13,119,LEFT,3,EVEN
2025-05-13,120,LEFT,4,ODD
2025-05-13,121,LEFT,4,ODD
2025-05-13,122,RIGHT,4,EVEN
2025-05-13,123,LEFT,3,EVEN
2025-05-13,124,RIGHT,4,EVEN
2025-05-13,125,RIGHT,4,EVEN
2025-05-13,126,LEFT,3,EVEN
2025-05-13,127,LEFT,4,ODD
2025-05-13,128,RIGHT,4,EVEN
2025-05-13,129,LEFT,3,EVEN
2025-05-13,130,LEFT,3,EVEN
2025-05-13,131,RIGHT,3,ODD
2025-05-13,132,LEFT,4,ODD
2025-05-13,133,LEFT,4,ODD
2025-05-13,134,LEFT,3,EVEN
2025-05-13,135,RIGHT,4,EVEN
2025-05-13,136,RIGHT,4,EVEN
2025-05-13,137,LEFT,3,EVEN
2025-05-13,138,LEFT,4,ODD
2025-05-13,139,RIGHT,3,ODD
2025-05-13,140,RIGHT,4,EVEN
2025-05-13,142,RIGHT,3,ODD
2025-05-13,143,RIGHT,3,ODD
2025-05-13,144,LEFT,4,ODD
2025-05-13,145,RIGHT,4,EVEN
2025-05-13,146,LEFT,4,ODD
2025-05-13,147,LEFT,3,EVEN
2025-05-13,148,RIGHT,3,ODD
2025-05-13,149,LEFT,3,EVEN
2025-05-13,150,RIGHT,3,ODD
2025-05-13,151,RIGHT,4,EVEN
2025-05-13,152,LEFT,3,EVEN
2025-05-13,153,LEFT,4,ODD
2025-05-13,154,LEFT,4,ODD
2025-05-13,155,LEFT,3,EVEN
2025-05-13,156,LEFT,3,EVEN
2025-05-13,157,RIGHT,3,ODD
2025-05-13,158,RIGHT,3,ODD
2025-05-13,159,RIGHT,4,EVEN
2025-05-13,160,RIGHT,4,EVEN
2025-05-13,161,RIGHT,3,ODD
2025-05-13,162,RIGHT,3,ODD
2025-05-13,163,LEFT,4,ODD
2025-05-13,164,RIGHT,3,ODD
2025-05-13,165,RIGHT,4,EVEN
2025-05-13,166,LEFT,3,EVEN
2025-05-13,167,LEFT,4,ODD
2025-05-13,168,LEFT,4,ODD
2025-05-13,169,LEFT,3,EVEN
2025-05-13,170,RIGHT,4,EVEN
2025-05-13,171,LEFT,3,EVEN
2025-05-13,172,LEFT,4,ODD
2025-05-13,173,LEFT,3,EVEN
2025-05-13,175,RIGHT,4,EVEN
2025-05-13,176,LEFT,4,ODD
2025-05-13,177,LEFT,3,EVEN
2025-05-13,178,LEFT,3,EVEN
2025-05-13,179,RIGHT,4,EVEN
2025-05-13,180,LEFT,4,ODD
2025-05-13,181,LEFT,4,ODD
2025-05-13,182,RIGHT,4,EVEN
2025-05-13,183,LEFT,4,ODD
2025-05-13,184,LEFT,4,ODD
2025-05-13,185,RIGHT,3,ODD
2025-05-13,186,RIGHT,4,EVEN
2025-05-13,187,LEFT,4,ODD
2025-05-13,188,RIGHT,4,EVEN
2025-05-13,189,LEFT,4,ODD
2025-05-13,190,RIGHT,3,ODD
2025-05-13,191,RIGHT,3,ODD
2025-05-13,192,RIGHT,4,EVEN
2025-05-13,193,RIGHT,3,ODD
2025-05-13,194,RIGHT,3,ODD
2025-05-13,195,LEFT,3,EVEN
2025-05-13,196,LEFT,3,EVEN
2025-05-13,197,RIGHT,3,ODD
2025-05-13,198,LEFT,3,EVEN
2025-05-13,200,RIGHT,4,EVEN
2025-05-13,201,RIGHT,4,EVEN
2025-05-13,202,LEFT,4,ODD
2025-05-13,203,RIGHT,4,EVEN
2025-05-13,204,RIGHT,3,ODD
2025-05-13,205,LEFT,4,ODD
2025-05-13,206,LEFT,3,EVEN
2025-05-13,207,RIGHT,3,ODD
2025-05-13,208,LEFT,3,EVEN
2025-05-13,209,RIGHT,4,EVEN
2025-05-13,210,LEFT,4,ODD
2025-05-13,211,RIGHT,4,EVEN
2025-05-13,212,RIGHT,4,EVEN
2025-05-13,213,LEFT,3,EVEN
2025-05-13,214,RIGHT,3,ODD
2025-05-13,215,LEFT,4,ODD
2025-05-13,216,LEFT,3,EVEN
2025-05-13,217,RIGHT,3,ODD
2025-05-13,218,LEFT,3,EVEN
2025-05-13,219,RIGHT,4,EVEN
2025-05-13,220,RIGHT,4,EVEN
2025-05-13,221,RIGHT,4,EVEN
2025-05-13,222,LEFT,4,ODD
2025-05-13,223,LEFT,3,EVEN
2025-05-13,224,LEFT,4,ODD
2025-05-13,225,RIGHT,3,ODD
2025-05-13,227,LEFT,3,EVEN
2025-05-13,228,LEFT,4,ODD
2025-05-13,229,LEFT,4,ODD
2025-05-13,230,LEFT,4,ODD
2025-05-13,231,RIGHT,4,EVEN
2025-05-13,232,LEFT,4,ODD
2025-05-13,233,LEFT,4,ODD
2025-05-13,234,LEFT,4,ODD
2025-05-13,235,LEFT,4,ODD
2025-05-13,236,LEFT,4,ODD
2025-05-13,237,RIGHT,3,ODD
2025-05-13,238,LEFT,4,ODD
2025-05-13,239,RIGHT,4,EVEN
2025-05-13,242,RIGHT,3,ODD
2025-05-13,243,LEFT,4,ODD
2025-05-13,244,RIGHT,3,ODD
2025-05-13,245,LEFT,4,ODD
2025-05-13,246,LEFT,3,EVEN
2025-05-13,247,RIGHT,4,EVEN
2025-05-13,248,LEFT,4,ODD
2025-05-13,249,RIGHT,3,ODD
2025-05-13,250,LEFT,3,EVEN
2025-05-13,251,RIGHT,3,ODD
2025-05-13,252,LEFT,3,EVEN
2025-05-13,253,LEFT,4,ODD
2025-05-13,254,LEFT,4,ODD
2025-05-13,255,RIGHT,4,EVEN
2025-05-13,256,LEFT,4,ODD
2025-05-13,257,LEFT,4,ODD
2025-05-13,258,LEFT,4,ODD
2025-05-13,259,LEFT,3,EVEN
2025-05-13,260,RIGHT,3,ODD
2025-05-13,261,RIGHT,4,EVEN
2025-05-13,262,RIGHT,3,ODD
2025-05-13,264,LEFT,4,ODD
2025-05-13,265,LEFT,3,EVEN
2025-05-13,266,LEFT,3,EVEN
2025-05-13,267,RIGHT,3,ODD
2025-05-13,268,LEFT,3,EVEN
2025-05-13,269,RIGHT,4,EVEN
2025-05-13,270,RIGHT,4,EVEN
2025-05-13,271,LEFT,4,ODD
2025-05-13,272,RIGHT,3,ODD
2025-05-13,273,LEFT,4,ODD
2025-05-13,274,RIGHT,4,EVEN
2025-05-13,275,RIGHT,4,EVEN
2025-05-13,276,RIGHT,4,EVEN
2025-05-13,277,LEFT,4,ODD
2025-05-13,278,RIGHT,4,EVEN
2025-05-13,279,LEFT,4,ODD
2025-05-13,280,RIGHT,3,ODD
2025-05-13,281,RIGHT,4,EVEN
2025-05-13,282,RIGHT,3,ODD
2025-05-13,283,RIGHT,3,ODD
2025-05-13,284,RIGHT,4,EVEN
2025-05-13,285,LEFT,3,EVEN
2025-05-13,286,LEFT,3,EVEN
2025-05-13,287,RIGHT,3,ODD
2025-05-13,288,LEFT,4,ODD
2025-05-14,1,RIGHT,3,ODD
2025-05-14,2,RIGHT,4,EVEN
2025-05-14,4,RIGHT,3,ODD
2025-05-14,5,RIGHT,4,EVEN
2025-05-14,6,RIGHT,3,ODD
2025-05-14,7,LEFT,3,EVEN
2025-05-14,8,RIGHT,4,EVEN
2025-05-14,9,LEFT,4,ODD
2025-05-14,10,RIGHT,4,EVEN
2025-05-14,11,RIGHT,4,EVEN
2025-05-14,12,RIGHT,4,EVEN
2025-05-14,13,RIGHT,4,EVEN
2025-05-14,14,RIGHT,4,EVEN
2025-05-14,15,LEFT,3,EVEN
2025-05-14,16,RIGHT,3,ODD
2025-05-14,17,LEFT,4,ODD
2025-05-14,18,LEFT,4,ODD
2025-05-14,19,LEFT,3,EVEN
2025-05-14,20,LEFT,4,ODD
2025-05-14,21,RIGHT,4,EVEN
2025-05-14,22,RIGHT,3,ODD
2025-05-14,23,RIGHT,3,ODD
2025-05-14,24,RIGHT,3,ODD
2025-05-14,25,LEFT,3,EVEN
2025-05-14,26,RIGHT,3,ODD
2025-05-14,27,LEFT,3,EVEN
2025-05-14,28,RIGHT,3,ODD
2025-05-14,29,RIGHT,3,ODD
2025-05-14,30,LEFT,3,EVEN
2025-05-14,31,RIGHT,3,ODD
2025-05-14,33,LEFT,3,EVEN
2025-05-14,34,LEFT,3,EVEN
2025-05-14,35,RIGHT,4,EVEN
2025-05-14,36,RIGHT,4,EVEN
2025-05-14,37,LEFT,4,ODD
2025-05-14,38,LEFT,4,ODD
2025-05-14,39,RIGHT,4,EVEN
2025-05-14,40,RIGHT,4,EVEN
2025-05-14,41,RIGHT,4,EVEN
2025-05-14,42,RIGHT,4,EVEN
2025-05-14,43,LEFT,3,EVEN
2025-05-14,44,LEFT,4,ODD
2025-05-14,45,RIGHT,4,EVEN
2025-05-14,46,RIGHT,3,ODD
2025-05-14,47,LEFT,3,EVEN
2025-05-14,48,RIGHT,3,ODD
2025-05-14,49,RIGHT,3,ODD
2025-05-14,50,RIGHT,3,ODD
2025-05-14,51,LEFT,4,ODD
2025-05-14,52,LEFT,3,EVEN
2025-05-14,53,LEFT,4,ODD
2025-05-14,54,RIGHT,4,EVEN
2025-05-14,55,RIGHT,3,ODD
2025-05-14,56,RIGHT,3,ODD
2025-05-14,57,LEFT,4,ODD
2025-05-14,58,LEFT,4,ODD
2025-05-14,59,LEFT,3,EVEN
2025-05-14,61,LEFT,3,EVEN
2025-05-14,62,RIGHT,3,ODD
2025-05-14,63,RIGHT,4,EVEN
2025-05-14,64,RIGHT,3,ODD
2025-05-14,65,LEFT,4,ODD
2025-05-14,66,RIGHT,3,ODD
2025-05-14,67,RIGHT,4,EVEN
2025-05-14,68,LEFT,3,EVEN
2025-05-14,69,LEFT,3,EVEN
2025-05-14,70,RIGHT,4,EVEN
2025-05-14,71,RIGHT,3,ODD
2025-05-14,72,LEFT,4,ODD
2025-05-14,73,RIGHT,3,ODD
2025-05-14,74,LEFT,4,ODD
2025-05-14,75,RIGHT,3,ODD
2025-05-14,76,RIGHT,4,EVEN
2025-05-14,77,RIGHT,3,ODD
2025-05-14,78,RIGHT,4,EVEN
2025-05-14,79,RIGHT,3,ODD
2025-05-14,80,LEFT,3,EVEN
2025-05-14,81,LEFT,4,ODD
2025-05-14,82,LEFT,4,ODD
2025-05-14,83,LEFT,3,EVEN
2025-05-14,84,RIGHT,4,EVEN
2025-05-14,85,LEFT,3,EVEN
2025-05-14,86,RIGHT,3,ODD
2025-05-14,87,RIGHT,3,ODD
2025-05-14,88,LEFT,4,ODD
2025-05-14,89,RIGHT,4,EVEN
2025-05-14,90,RIGHT,4,EVEN
2025-05-14,91,LEFT,4,ODD
2025-05-14,92,LEFT,4,ODD
2025-05-14,93,RIGHT,3,ODD
2025-05-14,94,RIGHT,4,EVEN
2025-05-14,96,RIGHT,4,EVEN
2025-05-14,97,LEFT,4,ODD
2025-05-14,98,RIGHT,3,ODD
2025-05-14,99,LEFT,3,EVEN
2025-05-14,100,RIGHT,4,EVEN
2025-05-14,101,LEFT,3,EVEN
2025-05-14,102,RIGHT,4,EVEN
2025-05-14,103,LEFT,4,ODD
2025-05-14,104,LEFT,4,ODD
2025-05-14,105,LEFT,4,ODD
2025-05-14,106,LEFT,3,EVEN
2025-05-14,107,RIGHT,3,ODD
2025-05-14,108,RIGHT,3,ODD
2025-05-14,109,LEFT,4,ODD
2025-05-14,110,LEFT,4,ODD
2025-05-14,111,LEFT,4,ODD
